loan_id,age,annual_income,loan_amount,loan_term_months,interest_rate,credit_score,employment_years,num_credit_lines,debt_to_income,loan_purpose,home_ownership,default
L00352,45,58975,2151,12,12.73,538,21,6,0.036,education,RENT,0
L00353,34,45730,21447,36,15.9,695,18,9,0.469,education,RENT,0
L00354,28,70679,24751,12,13.13,619,11,4,0.35,home_improvement,OWN,0
L00355,57,56729,31175,36,10.01,488,24,3,0.55,car,RENT,0
L00356,41,61296,26288,48,19.46,608,12,5,0.429,debt_consolidation,MORTGAGE,0
L00357,22,58656,48629,48,15.1,548,16,9,0.829,vacation,RENT,0
L00358,29,63941,49800,36,6.29,837,11,1,0.779,education,OWN,0
L00359,37,37387,39367,12,12.0,805,2,5,1.053,medical,MORTGAGE,0
L00360,35,28880,14274,24,21.81,693,23,4,0.494,vacation,RENT,0
L00361,33,80814,14218,36,19.35,705,7,5,0.176,home_improvement,MORTGAGE,0
L00362,44,59492,25792,60,11.14,480,15,7,0.434,car,OWN,0
L00363,36,68875,4977,24,22.83,320,3,7,0.072,car,MORTGAGE,0
L00364,49,23324,19226,60,6.46,454,23,7,0.824,debt_consolidation,RENT,0
L00365,55,74200,31022,36,23.26,493,26,1,0.418,car,MORTGAGE,0
L00366,23,45613,5793,12,9.67,523,25,9,0.127,home_improvement,OWN,0
L00367,53,40488,3659,60,5.17,698,12,7,0.09,home_improvement,MORTGAGE,0
L00368,44,53859,39930,36,13.24,579,7,4,0.741,medical,MORTGAGE,0
L00369,43,37396,45473,24,11.82,309,0,4,1.216,vacation,OWN,0
L00370,46,54968,18040,12,15.24,675,2,2,0.328,vacation,MORTGAGE,0
L00371,43,52545,6270,60,20.14,771,0,6,0.119,vacation,OWN,0
L00372,43,74087,15286,36,21.01,451,14,3,0.206,medical,OWN,0
L00373,63,82240,5603,12,12.62,423,17,1,0.068,medical,RENT,0
L00374,27,81667,48540,12,13.17,723,19,5,0.594,medical,RENT,0
L00375,36,15000,19600,48,7.82,822,2,6,1.307,debt_consolidation,OWN,0
L00376,64,38166,4291,12,5.9,812,28,5,0.112,medical,MORTGAGE,0
L00377,58,15000,15123,36,17.18,470,14,5,1.008,car,MORTGAGE,0
L00378,54,33516,5811,24,6.22,424,26,8,0.173,education,MORTGAGE,0
L00379,29,43308,15347,48,18.94,474,21,1,0.354,debt_consolidation,OWN,0
L00380,26,62390,33276,36,15.24,803,27,8,0.533,car,RENT,0
L00381,60,45641,48619,36,8.77,684,27,7,1.065,vacation,RENT,0
L00382,25,46142,17513,36,15.25,405,4,1,0.38,home_improvement,RENT,0
L00383,27,58271,7142,60,8.48,827,20,9,0.123,vacation,RENT,0
L00384,53,24232,25246,60,13.34,337,9,4,1.042,medical,MORTGAGE,0
L00385,51,39905,27507,24,20.19,694,6,7,0.689,home_improvement,MORTGAGE,0
L00386,56,45935,28714,36,13.78,776,22,3,0.625,vacation,RENT,0
L00387,61,51356,14194,60,7.83,766,24,8,0.276,debt_consolidation,RENT,0
L00388,37,56385,9526,60,18.75,804,7,4,0.169,medical,RENT,0
L00389,34,82011,21362,60,8.55,614,2,2,0.26,vacation,RENT,0
L00390,63,71350,48281,24,19.03,584,17,2,0.677,home_improvement,OWN,0
L00391,51,41152,46852,24,14.11,763,16,8,1.139,car,RENT,0
L00392,40,50296,48117,36,13.62,563,15,8,0.957,vacation,RENT,0
L00393,38,49070,49836,48,21.18,728,25,1,1.016,debt_consolidation,MORTGAGE,0
L00394,40,45745,6595,36,18.46,664,21,6,0.144,home_improvement,RENT,0
L00395,49,59905,32394,60,5.63,480,28,9,0.541,vacation,MORTGAGE,0
L00396,47,21523,17402,60,10.63,543,12,9,0.809,car,OWN,0
L00397,58,70852,29140,12,21.55,612,3,2,0.411,medical,RENT,0
L00398,47,85483,24595,36,5.35,375,2,8,0.288,medical,MORTGAGE,0
L00399,44,50142,44723,60,15.36,561,10,8,0.892,medical,OWN,0
L00400,30,49791,48764,60,18.83,530,26,4,0.979,education,RENT,0
L00401,33,57826,26911,48,16.82,679,1,4,0.465,home_improvement,RENT,0
L00402,22,73348,27752,12,19.45,608,17,5,0.378,education,MORTGAGE,0
L00403,22,49162,21405,36,18.79,687,26,7,0.435,car,RENT,0
L00404,55,71811,26220,24,18.15,624,3,1,0.365,car,RENT,0
L00405,53,63792,35953,36,20.61,755,16,9,0.564,vacation,RENT,0
L00406,46,97509,38053,36,17.27,811,5,3,0.39,medical,RENT,0
L00407,61,49084,5447,48,12.65,642,9,4,0.111,home_improvement,MORTGAGE,0
L00408,22,19431,12662,36,13.97,815,10,7,0.652,education,MORTGAGE,0
L00409,37,29207,6899,48,18.62,741,4,5,0.236,education,OWN,0
L00410,60,55214,30582,48,21.65,848,25,5,0.554,medical,RENT,0
L00411,26,73501,3935,60,10.17,561,24,1,0.054,education,MORTGAGE,0
L00412,43,43254,44213,24,11.5,762,17,2,1.022,medical,OWN,0
L00413,50,50843,44042,48,22.68,526,24,5,0.866,vacation,MORTGAGE,0
L00414,24,67327,12335,12,15.99,822,24,2,0.183,vacation,RENT,0
L00415,33,37625,19669,12,8.4,488,9,1,0.523,vacation,OWN,0
L00416,47,43997,10545,24,17.61,508,8,3,0.24,debt_consolidation,MORTGAGE,0
L00417,37,33980,42247,48,23.82,312,15,1,1.243,debt_consolidation,RENT,1
L00418,58,76208,40023,24,20.65,461,9,8,0.525,education,MORTGAGE,0
L00419,43,82750,20269,60,19.17,792,9,8,0.245,home_improvement,MORTGAGE,0
L00420,50,26570,39830,12,8.95,734,3,8,1.499,home_improvement,RENT,0
L00421,35,52440,9066,36,21.65,304,20,7,0.173,vacation,MORTGAGE,0
L00422,49,80330,12712,12,14.99,501,23,7,0.158,car,RENT,0
L00423,26,62176,17991,48,21.9,715,13,2,0.289,home_improvement,MORTGAGE,0
L00424,51,46193,37790,24,11.27,311,7,9,0.818,education,MORTGAGE,0
L00425,26,27169,23649,12,6.18,696,0,7,0.87,debt_consolidation,MORTGAGE,0
L00426,33,75753,36315,36,14.04,640,15,5,0.479,education,MORTGAGE,0
L00427,37,61489,32806,36,10.13,672,25,4,0.534,education,OWN,0
L00428,47,28486,14210,24,18.59,677,16,8,0.499,debt_consolidation,MORTGAGE,0
L00429,47,76418,38972,24,23.19,524,9,5,0.51,medical,MORTGAGE,0
L00430,42,26192,42358,12,18.13,481,5,6,1.617,vacation,RENT,1
L00431,60,51031,36136,48,21.85,596,6,4,0.708,education,RENT,0
L00432,57,50236,46297,60,13.61,606,17,2,0.922,car,OWN,0
L00433,54,84130,17945,36,19.66,730,1,7,0.213,vacation,RENT,0
L00434,51,50301,31665,24,21.02,417,20,2,0.63,debt_consolidation,MORTGAGE,0
L00435,58,50236,44477,60,18.51,651,8,7,0.885,car,OWN,0
L00436,44,30464,15644,60,14.65,345,4,7,0.514,home_improvement,RENT,0
L00437,31,43472,6917,60,16.89,526,7,1,0.159,medical,RENT,0
L00438,26,40288,21868,48,18.31,655,23,3,0.543,education,MORTGAGE,0
L00439,57,41225,13877,24,9.81,593,4,3,0.337,debt_consolidation,MORTGAGE,0
L00440,55,55113,15224,36,20.38,539,23,6,0.276,medical,RENT,0
L00441,52,15000,5052,24,23.06,647,14,3,0.337,education,MORTGAGE,0
L00442,31,27815,29272,12,13.84,440,7,9,1.052,education,OWN,1
L00443,40,53001,43150,36,18.32,503,4,5,0.814,vacation,OWN,0
L00444,53,57182,32668,24,19.0,568,4,6,0.571,car,MORTGAGE,0
L00445,22,50798,19316,36,17.58,612,19,6,0.38,vacation,RENT,0
L00446,26,54265,9240,12,15.4,717,16,8,0.17,medical,OWN,0
L00447,25,47635,33559,36,21.75,436,8,3,0.705,debt_consolidation,RENT,0
L00448,37,54666,5238,60,13.53,650,1,9,0.096,medical,RENT,0
L00449,45,62814,45175,48,6.16,460,0,7,0.719,debt_consolidation,RENT,0
L00450,37,62688,2565,12,21.05,472,21,6,0.041,medical,RENT,0
L00451,23,42598,23762,36,17.81,429,20,1,0.558,vacation,OWN,0
L00452,49,71471,7558,12,21.14,378,10,4,0.106,medical,RENT,0
L00453,53,57827,18375,60,7.63,356,14,5,0.318,home_improvement,OWN,0
L00454,48,77179,27710,48,5.58,699,0,2,0.359,vacation,OWN,0
L00455,41,80791,13103,12,22.75,662,6,1,0.162,medical,MORTGAGE,0
L00456,45,29030,17174,60,7.81,634,22,2,0.592,medical,OWN,0
L00457,33,39537,43490,60,20.38,433,18,8,1.1,car,MORTGAGE,0
L00458,56,69643,23793,60,20.64,313,23,6,0.342,vacation,RENT,0
L00459,54,25031,29597,36,18.47,582,14,2,1.182,car,MORTGAGE,0
L00460,54,80563,10753,24,7.49,720,5,9,0.133,vacation,RENT,0
L00461,64,48810,40397,12,17.68,426,19,8,0.828,debt_consolidation,MORTGAGE,0
L00462,58,65350,8318,24,21.89,517,25,4,0.127,vacation,RENT,0
L00463,33,52904,35069,60,13.09,788,25,7,0.663,vacation,OWN,0
L00464,24,29936,22151,24,12.86,559,9,3,0.74,medical,RENT,0
L00465,22,73999,42274,60,13.41,517,11,6,0.571,home_improvement,RENT,0
L00466,54,104513,10701,60,6.56,788,12,3,0.102,education,MORTGAGE,0
L00467,61,45729,8962,48,21.95,742,14,3,0.196,vacation,MORTGAGE,0
L00468,31,49197,40197,48,21.51,398,18,9,0.817,car,RENT,0
L00469,64,15000,32041,24,23.96,481,16,6,2.136,home_improvement,MORTGAGE,1
L00470,50,79327,9248,12,16.12,468,12,8,0.117,vacation,RENT,0
L00471,34,71411,21829,24,19.27,532,1,4,0.306,home_improvement,MORTGAGE,0
L00472,33,23799,4203,12,8.85,392,17,4,0.177,debt_consolidation,MORTGAGE,0
L00473,52,17832,27370,24,17.68,771,28,8,1.535,home_improvement,RENT,0
L00474,23,19913,37247,36,17.34,815,10,7,1.87,debt_consolidation,RENT,0
L00475,56,66613,12386,36,22.12,384,4,5,0.186,home_improvement,RENT,0
L00476,44,68409,2434,12,20.79,818,3,2,0.036,home_improvement,RENT,0
L00477,38,38379,44998,48,22.83,680,1,6,1.172,car,MORTGAGE,0
L00478,47,63986,36474,12,21.51,706,26,1,0.57,education,MORTGAGE,0
L00479,29,57859,26644,24,21.51,531,15,7,0.46,car,MORTGAGE,0
L00480,50,48389,40493,60,6.21,550,24,9,0.837,medical,RENT,0
L00481,47,72463,20288,36,21.07,384,6,5,0.28,home_improvement,OWN,1
L00482,31,33311,5959,60,16.54,618,7,5,0.179,debt_consolidation,RENT,0
L00483,47,75655,49289,36,12.23,492,7,7,0.651,home_improvement,MORTGAGE,0
L00484,55,41886,13143,24,6.07,599,1,5,0.314,vacation,RENT,0
L00485,62,87067,41593,36,17.88,657,14,4,0.478,debt_consolidation,MORTGAGE,0
L00486,28,36904,41115,12,11.24,752,4,1,1.114,vacation,OWN,0
L00487,25,48671,47609,60,13.89,805,18,6,0.978,medical,OWN,0
L00488,32,56054,24540,60,17.95,364,9,9,0.438,vacation,RENT,0
L00489,50,55941,37481,24,22.32,521,8,4,0.67,medical,MORTGAGE,0
L00490,57,63834,31969,60,20.68,765,24,4,0.501,medical,OWN,0
L00491,46,31857,13561,24,13.56,371,21,5,0.426,medical,MORTGAGE,1
L00492,42,54328,24578,48,12.37,773,28,6,0.452,vacation,OWN,0
L00493,57,57486,14787,12,9.56,318,19,3,0.257,medical,RENT,0
L00494,31,45500,8512,36,12.08,821,7,9,0.187,medical,RENT,0
L00495,58,62273,12596,36,7.11,714,4,1,0.202,car,MORTGAGE,0
L00496,30,30765,33746,36,23.45,663,18,6,1.097,education,RENT,0
L00497,45,49123,21930,48,15.9,827,12,6,0.446,home_improvement,MORTGAGE,0
L00498,56,41442,49950,12,7.43,379,26,8,1.205,medical,OWN,0
L00499,56,49178,32201,60,11.7,489,13,5,0.655,debt_consolidation,RENT,0
L00500,57,81046,20687,60,15.39,447,7,9,0.255,debt_consolidation,OWN,0
L00501,39,81396,37989,12,15.12,742,15,9,0.467,car,OWN,0
L00502,60,77867,32183,12,5.67,564,29,2,0.413,vacation,MORTGAGE,0
L00503,53,46679,22758,36,23.07,808,29,5,0.488,vacation,MORTGAGE,0
L00504,45,71337,3082,60,10.23,600,27,7,0.043,vacation,RENT,0
L00505,44,57022,43405,12,5.31,765,21,2,0.761,medical,MORTGAGE,0
L00506,53,55820,32832,60,6.45,664,4,7,0.588,education,RENT,0
L00507,58,53607,47891,12,16.02,698,0,9,0.893,education,MORTGAGE,0
L00508,33,86651,47810,24,7.62,792,18,8,0.552,vacation,RENT,1
L00509,34,79585,48901,36,5.79,841,22,9,0.614,vacation,RENT,0
L00510,44,68408,19976,12,12.21,779,18,4,0.292,home_improvement,OWN,0
L00511,46,51934,40376,48,16.83,467,16,8,0.777,education,RENT,1
L00512,56,55712,7526,12,7.12,390,23,9,0.135,medical,MORTGAGE,0
L00513,62,64550,33086,24,10.95,599,22,2,0.513,medical,RENT,0
L00514,51,45611,23563,48,12.94,473,20,3,0.517,debt_consolidation,RENT,0
L00515,38,71889,8472,48,8.03,672,27,1,0.118,debt_consolidation,RENT,0
L00516,41,38417,4775,12,14.62,323,9,1,0.124,home_improvement,RENT,0
L00517,46,62053,17828,24,6.62,500,4,6,0.287,car,OWN,0
L00518,43,15000,46776,48,5.88,306,21,1,3.118,medical,OWN,1
L00519,34,45088,19974,36,14.88,305,6,5,0.443,debt_consolidation,RENT,0
L00520,40,92398,24388,36,9.71,460,15,6,0.264,vacation,RENT,0
L00521,57,73651,17055,60,6.81,547,28,9,0.232,medical,RENT,0
L00522,33,82638,20615,60,13.05,465,2,6,0.249,medical,RENT,0
L00523,62,42988,39886,24,22.39,727,26,4,0.928,medical,MORTGAGE,1
L00524,40,56867,24838,48,18.76,444,11,1,0.437,education,MORTGAGE,0
L00525,33,78075,42728,36,20.5,810,13,6,0.547,debt_consolidation,MORTGAGE,0
L00526,30,66395,14464,36,21.57,842,27,7,0.218,home_improvement,MORTGAGE,0
L00527,28,64154,42364,24,23.48,808,19,5,0.66,debt_consolidation,MORTGAGE,0
L00528,49,84350,9240,48,19.5,519,0,6,0.11,vacation,OWN,0
L00529,35,36271,6942,24,16.56,375,6,8,0.191,vacation,RENT,0
L00530,52,51683,21622,12,11.94,618,25,1,0.418,car,MORTGAGE,0
L00531,40,23426,15536,36,8.45,337,17,8,0.663,debt_consolidation,OWN,0
L00532,37,35288,3600,24,18.05,813,22,2,0.102,debt_consolidation,RENT,0
L00533,26,74335,7700,24,23.9,545,21,2,0.104,car,OWN,0
L00534,56,38487,40839,12,13.88,439,3,8,1.061,car,MORTGAGE,0
L00535,33,68239,12248,60,18.75,557,15,2,0.179,medical,MORTGAGE,0
L00536,46,84852,47291,36,14.41,680,10,8,0.557,medical,RENT,0
L00537,42,51797,19093,24,13.21,777,17,5,0.369,vacation,MORTGAGE,0
L00538,57,64357,21355,36,12.8,484,22,9,0.332,home_improvement,MORTGAGE,0
L00539,44,68379,19177,60,14.59,602,15,9,0.28,vacation,RENT,0
L00540,37,33013,21483,24,11.97,793,6,8,0.651,education,MORTGAGE,0
L00541,60,43903,45815,12,19.23,463,20,9,1.044,debt_consolidation,MORTGAGE,0
L00542,63,36934,40533,36,21.61,502,24,7,1.097,home_improvement,RENT,1
L00543,60,45338,2026,12,21.77,707,2,8,0.045,medical,MORTGAGE,1
L00544,35,67889,41461,60,9.33,509,24,6,0.611,car,RENT,0
L00545,52,44286,23706,60,22.02,400,4,9,0.535,car,MORTGAGE,0
L00546,26,54367,26660,36,11.49,745,17,2,0.49,vacation,MORTGAGE,0
L00547,56,36235,41377,60,10.88,667,24,3,1.142,debt_consolidation,OWN,0
L00548,44,77075,44082,48,18.81,538,29,2,0.572,debt_consolidation,RENT,0
L00549,50,45188,18258,36,10.79,590,16,6,0.404,car,MORTGAGE,0
L00550,64,82413,40077,48,6.01,671,0,3,0.486,vacation,MORTGAGE,0
L00551,32,56096,34779,60,12.1,730,15,1,0.62,education,RENT,0
L00552,39,29674,26154,36,18.71,579,14,4,0.881,vacation,MORTGAGE,0
L00553,33,51921,31684,48,11.21,766,12,5,0.61,medical,RENT,0
L00554,30,35870,17389,60,16.96,615,6,4,0.485,medical,RENT,0
L00555,31,65608,28324,24,17.54,376,2,6,0.432,medical,MORTGAGE,0
L00556,38,50295,29685,24,18.94,450,23,3,0.59,education,MORTGAGE,0
L00557,59,57937,29195,12,22.05,695,22,6,0.504,home_improvement,MORTGAGE,0
L00558,28,48351,23797,24,13.22,795,26,1,0.492,vacation,RENT,0
L00559,34,45003,48439,48,8.16,596,12,6,1.076,vacation,RENT,0
L00560,61,37474,7774,24,11.06,706,15,8,0.207,education,MORTGAGE,0
L00561,63,70052,33633,36,13.21,586,22,8,0.48,medical,RENT,0
L00562,30,51883,2796,36,18.56,792,0,1,0.054,car,RENT,0
L00563,48,49335,42047,36,5.25,835,0,7,0.852,medical,MORTGAGE,0
L00564,23,51432,30389,24,11.0,755,27,4,0.591,home_improvement,OWN,0
L00565,26,42780,9188,24,19.82,791,15,6,0.215,education,RENT,0
L00566,50,49395,25696,12,17.75,308,29,6,0.52,car,RENT,0
L00567,58,58701,4024,60,18.9,431,1,5,0.069,vacation,MORTGAGE,0
L00568,59,36385,9666,12,20.42,376,17,9,0.266,home_improvement,MORTGAGE,1
L00569,40,38991,37985,48,19.88,430,26,8,0.974,home_improvement,RENT,0
L00570,29,79809,8584,36,17.96,711,20,6,0.108,education,OWN,0
L00571,22,48470,27462,24,13.35,389,24,4,0.567,car,RENT,1
L00572,43,45071,29044,60,23.69,797,22,4,0.644,medical,MORTGAGE,0
L00573,38,30810,7285,60,15.81,653,29,9,0.236,medical,RENT,0
L00574,28,70312,9370,24,8.85,570,17,4,0.133,debt_consolidation,MORTGAGE,0
L00575,46,35993,19903,12,10.56,691,4,7,0.553,car,OWN,0
L00576,25,54724,34499,60,18.18,731,4,6,0.63,medical,OWN,0
L00577,57,24252,34368,12,22.57,771,7,2,1.417,home_improvement,MORTGAGE,1
L00578,27,69727,24995,24,8.4,607,8,5,0.358,education,OWN,0
L00579,52,76183,41624,12,6.56,807,23,3,0.546,medical,MORTGAGE,0
L00580,40,63721,37200,36,21.75,354,13,9,0.584,education,RENT,0
L00581,60,27379,24841,24,22.39,336,12,1,0.907,medical,RENT,0
L00582,48,70097,6866,24,10.25,354,17,4,0.098,education,OWN,0
L00583,31,40107,15566,60,12.17,823,3,4,0.388,home_improvement,OWN,0
L00584,47,33922,39822,60,17.54,762,17,9,1.174,car,OWN,0
L00585,40,48097,43876,60,11.27,777,21,1,0.912,debt_consolidation,MORTGAGE,0
L00586,60,47739,30552,36,21.67,510,19,2,0.64,education,OWN,1
L00587,24,45909,36549,36,7.04,525,14,1,0.796,medical,MORTGAGE,0
L00588,34,77926,26914,48,5.72,306,6,1,0.345,education,OWN,0
L00589,49,91212,45830,24,8.96,839,12,1,0.502,education,RENT,0
L00590,41,30355,46542,60,10.44,511,1,3,1.533,medical,RENT,1
L00591,49,42601,24333,24,7.15,488,8,4,0.571,medical,MORTGAGE,0
L00592,29,57569,17958,12,6.25,374,29,2,0.312,car,RENT,0
L00593,62,48003,22954,36,19.36,413,4,1,0.478,home_improvement,RENT,0
L00594,60,62189,11638,48,8.12,450,0,5,0.187,home_improvement,RENT,0
L00595,22,71487,36147,12,22.36,735,27,6,0.506,home_improvement,RENT,0
L00596,24,68488,11675,24,11.99,383,26,2,0.17,home_improvement,OWN,0
L00597,34,65975,26054,36,17.74,511,18,3,0.395,home_improvement,RENT,0
L00598,49,84863,45034,60,9.28,760,19,3,0.531,home_improvement,OWN,0
L00599,46,26398,33661,12,9.57,476,18,2,1.275,medical,RENT,0
L00600,54,81641,19184,36,15.92,611,21,4,0.235,medical,MORTGAGE,0
L00601,59,47566,49963,24,15.65,458,28,5,1.05,home_improvement,MORTGAGE,0
L00602,27,69132,27822,24,19.61,485,12,8,0.402,home_improvement,MORTGAGE,1
L00603,53,36466,12929,12,19.4,770,5,6,0.355,car,OWN,0
L00604,42,38647,7267,12,17.74,608,9,9,0.188,education,RENT,0
L00605,37,66918,38025,12,13.53,545,28,3,0.568,car,MORTGAGE,0
L00606,42,20282,14069,48,21.92,683,10,9,0.694,vacation,RENT,0
L00607,32,72809,2981,60,16.83,341,22,4,0.041,medical,RENT,0
L00608,58,77679,45436,36,23.81,584,29,8,0.585,home_improvement,MORTGAGE,0
L00609,57,58200,20472,24,20.57,599,24,7,0.352,education,MORTGAGE,0
L00610,56,57551,21336,24,5.84,735,15,7,0.371,medical,MORTGAGE,0
L00611,40,39994,27587,60,11.09,668,25,9,0.69,vacation,MORTGAGE,0
L00612,41,67140,13656,12,15.87,785,24,2,0.203,car,MORTGAGE,0
L00613,39,61257,29326,12,18.71,735,22,5,0.479,vacation,MORTGAGE,0
L00614,62,38412,20510,24,15.46,727,26,3,0.534,debt_consolidation,RENT,0
L00615,35,47953,42831,60,19.94,480,0,7,0.893,car,MORTGAGE,0
L00616,36,52131,20975,24,10.37,639,18,3,0.402,medical,MORTGAGE,0
L00617,52,47929,11665,12,8.49,790,4,5,0.243,car,RENT,0
L00618,22,30467,29097,36,6.02,794,25,5,0.955,vacation,OWN,0
L00619,24,67582,27741,12,15.89,462,27,2,0.41,home_improvement,RENT,0
L00620,37,50616,8437,36,18.08,755,26,1,0.167,education,MORTGAGE,0
L00621,44,55276,27185,48,11.2,391,5,6,0.492,vacation,OWN,0
L00622,32,44591,12375,60,16.66,404,5,1,0.278,vacation,RENT,0
L00623,33,63554,29107,48,5.99,738,4,9,0.458,home_improvement,RENT,0
L00624,31,58576,32484,12,6.89,797,5,5,0.555,education,MORTGAGE,0
L00625,53,76830,37629,60,18.33,627,24,1,0.49,medical,OWN,0
L00626,37,63650,47610,12,11.99,840,12,8,0.748,education,RENT,0
L00627,29,51351,27835,60,17.76,808,29,1,0.542,medical,OWN,0
L00628,59,41685,31743,60,20.8,550,0,4,0.761,car,RENT,0
L00629,33,70587,32917,12,21.2,490,0,7,0.466,vacation,RENT,0
L00630,45,49913,40995,12,8.27,346,24,4,0.821,car,OWN,0
L00631,49,51909,13424,60,14.24,550,13,5,0.259,home_improvement,OWN,0
L00632,29,51904,11643,60,18.94,363,7,7,0.224,debt_consolidation,RENT,0
L00633,49,47771,12310,12,19.71,619,8,4,0.258,medical,OWN,0
L00634,57,52218,20951,12,19.91,823,22,5,0.401,home_improvement,RENT,0
L00635,47,89671,28568,24,9.34,591,9,7,0.319,medical,MORTGAGE,0
L00636,29,36139,17233,24,8.66,328,5,1,0.477,car,RENT,1
L00637,49,40338,15200,24,16.21,736,8,3,0.377,debt_consolidation,RENT,0
L00638,49,79917,23548,48,19.08,346,17,1,0.295,education,RENT,0
L00639,58,48253,12532,60,11.06,716,14,3,0.26,vacation,RENT,0
L00640,62,46888,25465,36,6.99,750,3,2,0.543,education,RENT,0
L00641,57,73627,23291,48,18.62,373,1,5,0.316,medical,RENT,0
L00642,48,29436,44448,60,10.69,352,29,5,1.51,vacation,MORTGAGE,0
L00643,38,69786,32580,36,8.16,532,5,9,0.467,car,RENT,0
L00644,30,55821,28149,24,7.81,499,16,8,0.504,medical,RENT,0
L00645,54,63366,23346,36,10.98,848,6,3,0.368,education,MORTGAGE,0
L00646,41,63028,12619,12,16.26,396,22,1,0.2,car,RENT,0
L00647,34,43696,41918,12,11.81,348,22,5,0.959,vacation,MORTGAGE,0
L00648,49,73921,3766,60,5.39,821,29,3,0.051,car,RENT,0
L00649,50,45097,5549,48,6.84,339,19,5,0.123,car,RENT,0
L00650,34,62359,20693,24,10.52,452,14,9,0.332,car,OWN,1
L00651,56,77279,33922,60,17.53,405,23,1,0.439,home_improvement,RENT,0
L00652,27,79820,44402,24,6.87,510,20,1,0.556,home_improvement,MORTGAGE,0
L00653,39,50191,36744,12,15.65,501,1,9,0.732,medical,RENT,0
L00654,26,63336,14165,48,7.28,732,20,3,0.224,car,OWN,0
L00655,46,48529,25564,48,9.02,446,11,5,0.527,education,OWN,0
L00656,23,100068,37258,12,8.27,798,9,9,0.372,car,RENT,0
L00657,31,69042,27301,36,6.28,581,24,5,0.395,car,MORTGAGE,0
L00658,51,56513,46763,48,17.76,609,25,3,0.827,home_improvement,OWN,0
L00659,26,60626,22765,36,13.8,350,16,9,0.375,vacation,MORTGAGE,1
L00660,54,62327,46787,24,20.79,794,26,7,0.751,car,MORTGAGE,0
L00661,22,62861,9425,48,6.88,708,17,7,0.15,debt_consolidation,RENT,0
L00662,39,50680,14857,12,7.75,572,15,8,0.293,medical,OWN,0
L00663,53,47902,29463,36,10.82,757,9,5,0.615,home_improvement,RENT,0
L00664,32,52266,24444,24,19.55,419,7,2,0.468,vacation,RENT,0
L00665,42,34485,43457,24,10.81,345,28,9,1.26,debt_consolidation,RENT,0
L00666,47,67928,38744,48,12.76,542,20,3,0.57,car,MORTGAGE,0
L00667,46,40569,16205,48,10.73,610,27,2,0.399,education,RENT,0
L00668,43,35920,2704,60,6.52,630,24,5,0.075,education,RENT,0
L00669,48,54741,7452,60,22.85,310,21,8,0.136,home_improvement,RENT,0
L00670,34,52657,47617,48,15.42,723,12,3,0.904,car,RENT,1
L00671,54,59493,40862,60,19.97,347,15,6,0.687,medical,RENT,0
L00672,55,44772,5681,12,17.51,676,7,9,0.127,home_improvement,RENT,0
L00673,62,47934,22522,12,14.77,307,11,2,0.47,debt_consolidation,RENT,0
L00674,56,67458,20300,60,6.7,825,16,8,0.301,education,RENT,0
L00675,22,66361,11566,48,17.21,669,15,7,0.174,vacation,MORTGAGE,0
L00676,42,65611,9501,12,7.95,739,8,3,0.145,vacation,MORTGAGE,0
L00677,27,55611,3845,24,12.87,783,24,1,0.069,medical,RENT,0
L00678,49,58040,41181,48,16.95,572,18,6,0.71,vacation,MORTGAGE,0
L00679,38,59147,42758,36,19.86,430,16,2,0.723,vacation,RENT,0
L00680,26,43191,44396,36,18.02,820,23,3,1.028,medical,MORTGAGE,0
L00681,52,81532,15230,48,17.76,413,7,5,0.187,education,RENT,0
L00682,26,78968,19754,60,7.83,831,11,8,0.25,debt_consolidation,MORTGAGE,0
L00683,59,69296,36404,12,11.58,798,8,2,0.525,home_improvement,MORTGAGE,0
L00684,24,47334,24564,12,5.82,638,29,6,0.519,education,MORTGAGE,0
L00685,44,64704,34362,48,18.67,320,5,1,0.531,home_improvement,MORTGAGE,0
L00686,58,72610,20227,24,23.1,332,24,7,0.279,medical,OWN,0
L00687,58,32982,26760,60,10.02,432,27,4,0.811,education,RENT,0
L00688,31,85501,31723,24,6.67,325,9,1,0.371,car,OWN,0
L00689,31,23691,49475,48,14.04,663,8,9,2.088,medical,RENT,1
L00690,40,67682,19215,48,21.28,391,27,9,0.284,medical,RENT,0
L00691,38,81159,7538,24,15.49,844,28,3,0.093,medical,OWN,0
L00692,42,52964,23699,36,5.89,537,3,6,0.447,medical,MORTGAGE,0
L00693,35,52291,45085,48,23.51,317,10,7,0.862,vacation,RENT,1
L00694,30,67017,14454,60,20.74,573,20,4,0.216,vacation,OWN,0
L00695,22,88333,43223,24,7.5,588,21,6,0.489,education,MORTGAGE,0
L00696,34,49940,23711,36,22.51,326,5,9,0.475,debt_consolidation,RENT,0
L00697,25,40942,17059,24,13.56,733,25,6,0.417,medical,RENT,0
L00698,22,47372,3286,36,12.07,407,17,7,0.069,home_improvement,MORTGAGE,0
L00699,61,27054,36297,36,13.76,623,3,6,1.342,car,MORTGAGE,0
